0160,10000 LUZIANE DO MUCURA,2
0160,10123 PAULINHO PROMOÇÕES,6
0160,10456 GLEIDSON DA BOA AGUA,5
0160,10777 PAULO DA JUDITE,8
0160,10789 FLÁVIO CASCAVELENSE,4
0160,11111 PASTORA HELENA CORDEIRO,1
0160,11222 SEBASTIÃO UCHÔA,29
0160,11555 LÉO DA BICA,1
0160,13123 PROFESSOR ADEILDO,1
0160,13444 TIAGO ROCHA,2
0160,13789 PROFESSOR ERIVAN,1
0160,22000 CLAUDEMIR TOCA FOGO,1
0160,22100 NÚBIA DO ABRIGO MASCOTINHO,1
0160,22111 VINÍCIUS OLINDA,29
0160,22555 RAFAEL OLIVEIRA,7
0160,27000 LAURO CARDOSO,1
0160,27456 ENFERMEIRA MARCIA,1
0160,28123 PRISCILA LIMA,3
0160,28555 DR RUBENS,1
0160,40111 ALLISON CAMILO,1
0160,40123 BETO RAMIRES,3
0160,44222 LALÁ,3
0160,44900 SHEIK DO DR BRUNO,2
0160,45111 BAMBAM DAS PEGADINHAS,1
0160,45678 JUNIOR DO ZE AIRTON,1
0160,70000 RONALDO FEITOSA,2
