0147,10456 GLEIDSON DA BOA AGUA,4
0147,10789 FLÁVIO CASCAVELENSE,1
0147,11111 PASTORA HELENA CORDEIRO,1
0147,11222 SEBASTIÃO UCHÔA,36
0147,12777 VITORIA MARTINS,1
0147,13789 PROFESSOR ERIVAN,1
0147,22000 CLAUDEMIR TOCA FOGO,2
0147,22111 VINÍCIUS OLINDA,2
0147,22555 RAFAEL OLIVEIRA,2
0147,22888 LEIDIANE CIRÍACO,2
0147,22999 PITANGA DA FUNERÁRIA,2
0147,27999 JUNIOR GENRO JULIO,1
0147,28028 MAILSON,2
0147,28123 PRISCILA LIMA,18
0147,28666 FANTIQUIM,1
0147,28888 VALDECIR,1
0147,40000 VIEIRA DO TIQUINHO,4
0147,40123 BETO RAMIRES,81
0147,40555 NOVO CONSTRUÇÃO,1
0147,44555 LURDENIS VIEIRA,3
0147,44789 LUCIÉDSON FREITAS,2
0147,45222 YURI MOTA,1
0147,45678 JUNIOR DO ZE AIRTON,1
