0176,10456 GLEIDSON DA BOA AGUA,91
0176,10777 PAULO DA JUDITE,43
0176,10789 FLÁVIO CASCAVELENSE,15
0176,11222 SEBASTIÃO UCHÔA,2
0176,11444 EVILÁSIO DANTAS,2
0176,12345 DR GUTEMBERG,1
0176,12888 NETO POLI,3
0176,13123 PROFESSOR ADEILDO,3
0176,13444 TIAGO ROCHA,1
0176,18777 FABIO MARTINS,1
0176,22111 VINÍCIUS OLINDA,12
0176,22222 RAFAEL AZEVEDO,1
0176,27000 LAURO CARDOSO,3
0176,27123 MARCIO RABELO,2
0176,27888 MARCELO DO PAREDÃO,9
0176,28123 PRISCILA LIMA,2
0176,28777 CLENILDO QUEIROZ,2
0176,28888 VALDECIR,1
0176,40000 VIEIRA DO TIQUINHO,3
0176,40123 BETO RAMIRES,2
0176,40555 NOVO CONSTRUÇÃO,5
0176,44123 GAVIÃO SILVA,3
0176,44222 LALÁ,1
0176,44555 LURDENIS VIEIRA,1
0176,44567 NETO DANTAS,4
0176,44789 LUCIÉDSON FREITAS,16
0176,44900 SHEIK DO DR BRUNO,10
0176,45111 BAMBAM DAS PEGADINHAS,3
0176,45678 JUNIOR DO ZE AIRTON,1
0176,70000 RONALDO FEITOSA,1
