0193,10000 LUZIANE DO MUCURA,9
0193,10111 PROFESSORA NONATA COSTA,1
0193,10123 PAULINHO PROMOÇÕES,6
0193,10333 DAVID GARCÊS,4
0193,10456 GLEIDSON DA BOA AGUA,5
0193,10610 KINZINHO DO VOLMIR,1
0193,10777 PAULO DA JUDITE,4
0193,10789 FLÁVIO CASCAVELENSE,5
0193,11000 FREITAS DA SAÚDE,17
0193,11111 PASTORA HELENA CORDEIRO,2
0193,11222 SEBASTIÃO UCHÔA,9
0193,12123 NENEM DA VIUVA,5
0193,12888 NETO POLI,8
0193,13123 PROFESSOR ADEILDO,3
0193,13444 TIAGO ROCHA,1
0193,13789 PROFESSOR ERIVAN,2
0193,18777 FABIO MARTINS,1
0193,22000 CLAUDEMIR TOCA FOGO,6
0193,22100 NÚBIA DO ABRIGO MASCOTINHO,7
0193,22222 RAFAEL AZEVEDO,3
0193,22999 PITANGA DA FUNERÁRIA,3
0193,27000 LAURO CARDOSO,4
0193,27123 MARCIO RABELO,2
0193,27456 ENFERMEIRA MARCIA,1
0193,27555 FAFA,1
0193,27777 SERGINHO PARATLETA,2
0193,27888 MARCELO DO PAREDÃO,2
0193,28000 VLADIA DE OLIVEIRA,1
0193,28007 JOSUÉ CORREIA,1
0193,28123 PRISCILA LIMA,3
0193,28777 CLENILDO QUEIROZ,1
0193,28888 VALDECIR,10
0193,40000 VIEIRA DO TIQUINHO,15
0193,40111 ALLISON CAMILO,2
0193,40444 ADONIAS DO TURISMO,1
0193,40555 NOVO CONSTRUÇÃO,14
0193,40789 GIRLANE DO CEDRO,2
0193,44000 OLIVEIRA SILVA,1
0193,44111 DODÓ,4
0193,44123 GAVIÃO SILVA,3
0193,44444 KEKEU DO MUCURA,3
0193,44456 JEOVANE DO GÁS,1
0193,44555 LURDENIS VIEIRA,5
0193,44567 NETO DANTAS,2
0193,44789 LUCIÉDSON FREITAS,1
0193,44900 SHEIK DO DR BRUNO,1
0193,45111 BAMBAM DAS PEGADINHAS,1
0193,45123 DUDU DA CAPONGA,1
0193,45444 PALOMA DELRIO,1
0193,70555 HELENA PORFÍRIO,2
