0174,10000 LUZIANE DO MUCURA,6
0174,10111 PROFESSORA NONATA COSTA,1
0174,10123 PAULINHO PROMOÇÕES,13
0174,10222 MICHAEL SULLYVAN,1
0174,10333 DAVID GARCÊS,1
0174,10456 GLEIDSON DA BOA AGUA,7
0174,10610 KINZINHO DO VOLMIR,1
0174,10777 PAULO DA JUDITE,9
0174,10789 FLÁVIO CASCAVELENSE,4
0174,11000 FREITAS DA SAÚDE,20
0174,11111 PASTORA HELENA CORDEIRO,1
0174,11222 SEBASTIÃO UCHÔA,6
0174,11888 SÉRGIO DO TANGA,2
0174,12012 MARIANGELA,1
0174,12111 CRISTIANE GOMES,1
0174,12123 NENEM DA VIUVA,6
0174,12555 HELIO ALEGRIA,1
0174,12888 NETO POLI,3
0174,13000 MARIA JÔ,2
0174,13123 PROFESSOR ADEILDO,10
0174,13222 FÁBIA NAPOLEAO,3
0174,13444 TIAGO ROCHA,11
0174,13789 PROFESSOR ERIVAN,5
0174,18024 JOJO,1
0174,18777 FABIO MARTINS,1
0174,20333 CELIA DAS MARIAS,1
0174,22000 CLAUDEMIR TOCA FOGO,7
0174,22100 NÚBIA DO ABRIGO MASCOTINHO,9
0174,22111 VINÍCIUS OLINDA,4
0174,22222 RAFAEL AZEVEDO,6
0174,22444 EDILENE QUEROGA,5
0174,22555 RAFAEL OLIVEIRA,2
0174,22777 GUI DA PADARIA,1
0174,22888 LEIDIANE CIRÍACO,1
0174,22999 PITANGA DA FUNERÁRIA,7
0174,27000 LAURO CARDOSO,5
0174,27123 MARCIO RABELO,11
0174,27456 ENFERMEIRA MARCIA,6
0174,27777 SERGINHO PARATLETA,1
0174,27888 MARCELO DO PAREDÃO,6
0174,27999 JUNIOR GENRO JULIO,1
0174,28123 PRISCILA LIMA,12
0174,28124 MARLY DO BENJAMIN,1
0174,28555 DR RUBENS,1
0174,28777 CLENILDO QUEIROZ,2
0174,28888 VALDECIR,6
0174,40000 VIEIRA DO TIQUINHO,9
0174,40111 ALLISON CAMILO,4
0174,40123 BETO RAMIRES,2
0174,40444 ADONIAS DO TURISMO,2
0174,40555 NOVO CONSTRUÇÃO,16
0174,40789 GIRLANE DO CEDRO,1
0174,44000 OLIVEIRA SILVA,2
0174,44123 GAVIÃO SILVA,2
0174,44222 LALÁ,1
0174,44444 KEKEU DO MUCURA,5
0174,44456 JEOVANE DO GÁS,2
0174,44555 LURDENIS VIEIRA,4
0174,44567 NETO DANTAS,1
0174,44789 LUCIÉDSON FREITAS,2
0174,45111 BAMBAM DAS PEGADINHAS,2
0174,45123 DUDU DA CAPONGA,2
0174,45444 PALOMA DELRIO,1
0174,45555 FRANCISCO DO BALBINO,7
0174,45678 JUNIOR DO ZE AIRTON,1
0174,45888 ZE DO JORNAL,2
0174,70888 DINIZ,1
