0197,10123 PAULINHO PROMOÇÕES,4
0197,10456 GLEIDSON DA BOA AGUA,5
0197,10777 PAULO DA JUDITE,6
0197,10789 FLÁVIO CASCAVELENSE,5
0197,11000 FREITAS DA SAÚDE,1
0197,11222 SEBASTIÃO UCHÔA,8
0197,11444 EVILÁSIO DANTAS,2
0197,13444 TIAGO ROCHA,4
0197,22111 VINÍCIUS OLINDA,20
0197,22555 RAFAEL OLIVEIRA,10
0197,28123 PRISCILA LIMA,1
0197,28777 CLENILDO QUEIROZ,2
0197,28888 VALDECIR,1
0197,40123 BETO RAMIRES,27
0197,40555 NOVO CONSTRUÇÃO,4
0197,44789 LUCIÉDSON FREITAS,2
0197,45678 JUNIOR DO ZE AIRTON,1
