0132,10123 PAULINHO PROMOÇÕES,1
0132,10333 DAVID GARCÊS,1
0132,10456 GLEIDSON DA BOA AGUA,2
0132,10777 PAULO DA JUDITE,22
0132,10789 FLÁVIO CASCAVELENSE,5
0132,11000 FREITAS DA SAÚDE,4
0132,11222 SEBASTIÃO UCHÔA,8
0132,12777 VITORIA MARTINS,1
0132,13123 PROFESSOR ADEILDO,9
0132,13444 TIAGO ROCHA,10
0132,22555 RAFAEL OLIVEIRA,2
0132,22999 PITANGA DA FUNERÁRIA,2
0132,27123 MARCIO RABELO,2
0132,28028 MAILSON,1
0132,28123 PRISCILA LIMA,6
0132,40555 NOVO CONSTRUÇÃO,4
0132,44555 LURDENIS VIEIRA,1
0132,45121 MAZE,1
