0138,10000 LUZIANE DO MUCURA,2
0138,10123 PAULINHO PROMOÇÕES,25
0138,10777 PAULO DA JUDITE,7
0138,10789 FLÁVIO CASCAVELENSE,9
0138,11000 FREITAS DA SAÚDE,7
0138,11222 SEBASTIÃO UCHÔA,13
0138,11444 EVILÁSIO DANTAS,2
0138,12123 NENEM DA VIUVA,1
0138,12888 NETO POLI,2
0138,13123 PROFESSOR ADEILDO,8
0138,13444 TIAGO ROCHA,14
0138,13789 PROFESSOR ERIVAN,10
0138,22000 CLAUDEMIR TOCA FOGO,2
0138,22100 NÚBIA DO ABRIGO MASCOTINHO,1
0138,22111 VINÍCIUS OLINDA,4
0138,22777 GUI DA PADARIA,66
0138,22999 PITANGA DA FUNERÁRIA,4
0138,27000 LAURO CARDOSO,1
0138,27007 SAMIA REGIS,1
0138,28123 PRISCILA LIMA,3
0138,28666 FANTIQUIM,1
0138,28777 CLENILDO QUEIROZ,3
0138,28888 VALDECIR,2
0138,40000 VIEIRA DO TIQUINHO,5
0138,40111 ALLISON CAMILO,1
0138,40123 BETO RAMIRES,1
0138,40456 JORDANA BRAGA,1
0138,40555 NOVO CONSTRUÇÃO,9
0138,44000 OLIVEIRA SILVA,4
0138,44111 DODÓ,2
0138,44555 LURDENIS VIEIRA,21
0138,44567 NETO DANTAS,1
0138,44789 LUCIÉDSON FREITAS,1
0138,44900 SHEIK DO DR BRUNO,2
0138,45555 FRANCISCO DO BALBINO,2
0138,45678 JUNIOR DO ZE AIRTON,2
0138,45888 ZE DO JORNAL,1
0138,70555 HELENA PORFÍRIO,2
