0234,10000 LUZIANE DO MUCURA,6
0234,10123 PAULINHO PROMOÇÕES,6
0234,10222 MICHAEL SULLYVAN,4
0234,10333 DAVID GARCÊS,1
0234,10456 GLEIDSON DA BOA AGUA,6
0234,10777 PAULO DA JUDITE,6
0234,10789 FLÁVIO CASCAVELENSE,7
0234,11000 FREITAS DA SAÚDE,14
0234,11222 SEBASTIÃO UCHÔA,3
0234,11444 EVILÁSIO DANTAS,1
0234,11789 EDUARDO CRUZ,1
0234,11999 JAIRO TAXISTA,1
0234,12123 NENEM DA VIUVA,4
0234,12888 NETO POLI,4
0234,13123 PROFESSOR ADEILDO,2
0234,13222 FÁBIA NAPOLEAO,3
0234,13444 TIAGO ROCHA,8
0234,13456 ENFERMEIRA LEUDA CARVALHO,1
0234,18713 JERUSALEM,3
0234,18777 FABIO MARTINS,1
0234,22000 CLAUDEMIR TOCA FOGO,5
0234,22100 NÚBIA DO ABRIGO MASCOTINHO,8
0234,22111 VINÍCIUS OLINDA,5
0234,22222 RAFAEL AZEVEDO,1
0234,22777 GUI DA PADARIA,1
0234,22999 PITANGA DA FUNERÁRIA,6
0234,27000 LAURO CARDOSO,4
0234,27123 MARCIO RABELO,6
0234,27456 ENFERMEIRA MARCIA,5
0234,27888 MARCELO DO PAREDÃO,3
0234,28007 JOSUÉ CORREIA,3
0234,28111 JORGE RODRIGUES,1
0234,28123 PRISCILA LIMA,8
0234,28666 FANTIQUIM,1
0234,28777 CLENILDO QUEIROZ,3
0234,28888 VALDECIR,11
0234,40000 VIEIRA DO TIQUINHO,12
0234,40111 ALLISON CAMILO,1
0234,40123 BETO RAMIRES,1
0234,40444 ADONIAS DO TURISMO,2
0234,40555 NOVO CONSTRUÇÃO,33
0234,44000 OLIVEIRA SILVA,4
0234,44111 DODÓ,1
0234,44123 GAVIÃO SILVA,5
0234,44222 LALÁ,1
0234,44444 KEKEU DO MUCURA,1
0234,44456 JEOVANE DO GÁS,1
0234,44555 LURDENIS VIEIRA,7
0234,44789 LUCIÉDSON FREITAS,2
0234,44900 SHEIK DO DR BRUNO,4
0234,45000 MAJU,1
0234,45111 BAMBAM DAS PEGADINHAS,3
0234,45112 LUCIANA,1
0234,45444 PALOMA DELRIO,1
0234,45555 FRANCISCO DO BALBINO,1
0234,45678 JUNIOR DO ZE AIRTON,1
0234,45777 BRUMARK,1
0234,45888 ZE DO JORNAL,2
0234,70100 RUBENILTON,1
0234,70123 LU MAIA,1
0234,70555 HELENA PORFÍRIO,1
