0152,10000 LUZIANE DO MUCURA,5
0152,10123 PAULINHO PROMOÇÕES,13
0152,10333 DAVID GARCÊS,1
0152,10456 GLEIDSON DA BOA AGUA,7
0152,10610 KINZINHO DO VOLMIR,1
0152,10777 PAULO DA JUDITE,12
0152,10789 FLÁVIO CASCAVELENSE,5
0152,11000 FREITAS DA SAÚDE,20
0152,11111 PASTORA HELENA CORDEIRO,2
0152,11222 SEBASTIÃO UCHÔA,4
0152,11666 LIBERATO FILHO,1
0152,11789 EDUARDO CRUZ,3
0152,11888 SÉRGIO DO TANGA,1
0152,12123 NENEM DA VIUVA,3
0152,12555 HELIO ALEGRIA,2
0152,12777 VITORIA MARTINS,1
0152,12888 NETO POLI,4
0152,13123 PROFESSOR ADEILDO,4
0152,13222 FÁBIA NAPOLEAO,2
0152,13444 TIAGO ROCHA,9
0152,13456 ENFERMEIRA LEUDA CARVALHO,1
0152,13789 PROFESSOR ERIVAN,7
0152,18209 EDNILDA,1
0152,18713 JERUSALEM,2
0152,18777 FABIO MARTINS,5
0152,20333 CELIA DAS MARIAS,1
0152,22000 CLAUDEMIR TOCA FOGO,3
0152,22100 NÚBIA DO ABRIGO MASCOTINHO,4
0152,22111 VINÍCIUS OLINDA,3
0152,22222 RAFAEL AZEVEDO,1
0152,22555 RAFAEL OLIVEIRA,1
0152,22777 GUI DA PADARIA,1
0152,22888 LEIDIANE CIRÍACO,4
0152,22999 PITANGA DA FUNERÁRIA,4
0152,27000 LAURO CARDOSO,3
0152,27123 MARCIO RABELO,9
0152,27456 ENFERMEIRA MARCIA,7
0152,27888 MARCELO DO PAREDÃO,2
0152,27999 JUNIOR GENRO JULIO,1
0152,28007 JOSUÉ CORREIA,3
0152,28028 MAILSON,1
0152,28111 JORGE RODRIGUES,1
0152,28123 PRISCILA LIMA,5
0152,28124 MARLY DO BENJAMIN,6
0152,28777 CLENILDO QUEIROZ,1
0152,28888 VALDECIR,10
0152,40000 VIEIRA DO TIQUINHO,11
0152,40111 ALLISON CAMILO,1
0152,40123 BETO RAMIRES,8
0152,40444 ADONIAS DO TURISMO,3
0152,40555 NOVO CONSTRUÇÃO,34
0152,44000 OLIVEIRA SILVA,1
0152,44111 DODÓ,1
0152,44123 GAVIÃO SILVA,8
0152,44222 LALÁ,1
0152,44444 KEKEU DO MUCURA,6
0152,44456 JEOVANE DO GÁS,1
0152,44555 LURDENIS VIEIRA,3
0152,44567 NETO DANTAS,2
0152,44789 LUCIÉDSON FREITAS,6
0152,44900 SHEIK DO DR BRUNO,3
0152,45112 LUCIANA,1
0152,45121 MAZE,1
0152,45234 ALZANIR,2
0152,45444 PALOMA DELRIO,1
0152,45555 FRANCISCO DO BALBINO,3
0152,45678 JUNIOR DO ZE AIRTON,1
0152,45777 BRUMARK,3
