0184,10000 LUZIANE DO MUCURA,2
0184,10111 PROFESSORA NONATA COSTA,3
0184,10123 PAULINHO PROMOÇÕES,2
0184,10610 KINZINHO DO VOLMIR,3
0184,10777 PAULO DA JUDITE,5
0184,12123 NENEM DA VIUVA,1
0184,12777 VITORIA MARTINS,2
0184,12888 NETO POLI,3
0184,13222 FÁBIA NAPOLEAO,1
0184,13789 PROFESSOR ERIVAN,2
0184,22111 VINÍCIUS OLINDA,7
0184,22333 TAZIA XAVIER,1
0184,22555 RAFAEL OLIVEIRA,5
0184,27000 LAURO CARDOSO,1
0184,27123 MARCIO RABELO,3
0184,27999 JUNIOR GENRO JULIO,5
0184,28123 PRISCILA LIMA,3
0184,28666 FANTIQUIM,17
0184,28888 VALDECIR,2
0184,40111 ALLISON CAMILO,21
0184,40444 ADONIAS DO TURISMO,10
0184,40555 NOVO CONSTRUÇÃO,4
0184,44777 NILDE BORGES,13
0184,44900 SHEIK DO DR BRUNO,2
0184,45000 MAJU,3
0184,45555 FRANCISCO DO BALBINO,198
0184,70100 RUBENILTON,1
