0063,10000 LUZIANE DO MUCURA,25
0063,10123 PAULINHO PROMOÇÕES,10
0063,10333 DAVID GARCÊS,2
0063,10456 GLEIDSON DA BOA AGUA,1
0063,10555 PROFESSORA ADRIANA,1
0063,10777 PAULO DA JUDITE,4
0063,10789 FLÁVIO CASCAVELENSE,4
0063,11000 FREITAS DA SAÚDE,27
0063,11222 SEBASTIÃO UCHÔA,5
0063,11777 DIONES LIMA,2
0063,12123 NENEM DA VIUVA,15
0063,12789 DAYANE,1
0063,12888 NETO POLI,9
0063,13123 PROFESSOR ADEILDO,6
0063,13222 FÁBIA NAPOLEAO,2
0063,13444 TIAGO ROCHA,7
0063,13567 PROFESSOR OZELITO,1
0063,13789 PROFESSOR ERIVAN,4
0063,18999 PROFESSOR BOSCO,1
0063,22000 CLAUDEMIR TOCA FOGO,7
0063,22100 NÚBIA DO ABRIGO MASCOTINHO,4
0063,22111 VINÍCIUS OLINDA,5
0063,22222 RAFAEL AZEVEDO,3
0063,22300 GILBERTO DA MANGABEIRA,1
0063,22555 RAFAEL OLIVEIRA,2
0063,22999 PITANGA DA FUNERÁRIA,1
0063,27000 LAURO CARDOSO,1
0063,27111 DIEGO MARADONA,1
0063,27123 MARCIO RABELO,3
0063,27456 ENFERMEIRA MARCIA,1
0063,27888 MARCELO DO PAREDÃO,2
0063,27999 JUNIOR GENRO JULIO,3
0063,28007 JOSUÉ CORREIA,1
0063,28123 PRISCILA LIMA,9
0063,28124 MARLY DO BENJAMIN,2
0063,28666 FANTIQUIM,1
0063,28777 CLENILDO QUEIROZ,3
0063,28888 VALDECIR,10
0063,40000 VIEIRA DO TIQUINHO,40
0063,40123 BETO RAMIRES,2
0063,40222 NETA FREITAS,1
0063,40444 ADONIAS DO TURISMO,2
0063,40555 NOVO CONSTRUÇÃO,15
0063,44000 OLIVEIRA SILVA,1
0063,44111 DODÓ,1
0063,44123 GAVIÃO SILVA,1
0063,44222 LALÁ,1
0063,44444 KEKEU DO MUCURA,8
0063,44555 LURDENIS VIEIRA,2
0063,44567 NETO DANTAS,2
0063,44789 LUCIÉDSON FREITAS,1
0063,44900 SHEIK DO DR BRUNO,1
0063,45111 BAMBAM DAS PEGADINHAS,1
0063,45444 PALOMA DELRIO,1
0063,45777 BRUMARK,2
0063,45888 ZE DO JORNAL,1
0063,70555 HELENA PORFÍRIO,1
